0.655 0.895 0.903 0.653 0.890
0.652 0.893 0.903 0.905 0.658
0.889 0.898 0.908 0.886 0.898
0.900 0.890 0.905 0.901 0.904
0.895 0.706 0.657 0.652 0.884
0.649 0.656 0.659 0.654 0.904
0.902 0.902 0.654 0.669 0.831
0.664 0.841 0.879 0.895 0.901
0.895 0.868 0.656 0.660 0.667
0.879 0.897 0.651 0.897 0.884
0.874 0.898 0.879 0.884 0.890
0.896 0.834 0.891 0.879 0.906
0.889 0.900 0.891 0.652 0.732
0.874 0.661 0.907 0.652 0.827
0.870 0.646 0.905 0.859 0.661
0.659 0.893 0.660 0.901 0.901
0.660 0.657 0.828 0.871 0.885
0.869 0.833 0.905 0.900 0.750
0.660 0.681 0.663 0.818 0.815
0.893 0.901 0.671 0.675 0.674
0.780 0.624 0.620 0.789 0.622
0.793 0.624 0.620 0.619 0.784
0.624 0.619 0.618 0.620 0.615
0.621 0.622 0.619 0.618 0.620
0.621 0.650 0.780 0.790 0.619
0.776 0.783 0.756 0.789 0.620
0.619 0.619 0.780 0.731 0.624
0.744 0.626 0.622 0.623 0.622
0.623 0.624 0.762 0.763 0.749
0.621 0.620 0.792 0.618 0.621
0.620 0.619 0.623 0.623 0.615
0.623 0.626 0.623 0.620 0.620
0.618 0.620 0.622 0.808 0.642
0.621 0.766 0.619 0.798 0.628
0.620 0.767 0.618 0.631 0.748
0.755 0.621 0.766 0.619 0.615
0.747 0.767 0.614 0.622 0.617
0.617 0.624 0.618 0.621 0.634
0.757 0.666 0.743 0.614 0.613
0.621 0.619 0.702 0.716 0.697
