## TM-score of whole structure from deep MSA
0.828 0.828 0.828 0.828 0.828 0.827 0.828 0.828 0.828 0.828 0.831 0.829 0.835 0.833 0.827 0.827 0.835 0.826 0.835 0.834 0.833 0.826 0.825 0.830 0.835 0.832 0.831 0.832 0.826 0.834 0.827 0.830 0.830 0.834 0.827 0.830 0.827 0.829 0.831 0.826 0.829 0.836 0.831 0.830 0.830 0.832 0.832 0.832 0.831 0.832
0.940 0.940 0.941 0.940 0.940 0.941 0.940 0.940 0.940 0.939 0.939 0.939 0.929 0.932 0.932 0.932 0.930 0.933 0.931 0.932 0.933 0.934 0.932 0.939 0.928 0.939 0.939 0.939 0.932 0.932 0.932 0.939 0.928 0.933 0.931 0.940 0.931 0.927 0.928 0.932 0.930 0.930 0.928 0.928 0.929 0.928 0.939 0.926 0.928 0.938
## plDDT of whole structure from deep MSA
96.220 96.250 96.210 96.170 96.190
96.200 96.190 96.200 96.060 95.850
95.670 95.650 95.620 95.550 95.530
95.560 95.550 95.570 95.500 95.520
95.430 95.450 95.430 95.430 95.460
95.350 95.370 95.390 95.400 95.360
95.380 95.280 95.300 95.340 95.230
95.270 95.220 95.190 95.220 95.170
95.170 95.180 95.100 95.140 95.030
95.030 94.970 94.920 94.930 94.620
