0.578 0.577 0.575 0.577 0.579
0.579 0.580 0.564 0.566 0.567
0.573 0.571 0.564 0.569 0.571
0.574 0.564 0.567 0.569 0.560
0.562 0.564 0.571 0.581 0.575
0.574 0.569 0.571 0.564 0.569
0.570 0.566 0.618 0.625 0.570
0.573 0.570 0.572 0.568 0.578
0.566 0.577 0.602 0.782 0.573
0.566 0.562 0.573 0.604 0.619
0.560 0.573 0.717 0.617 0.599
0.566 0.627 0.574 0.785 0.727
0.565 0.678 0.735 0.621 0.661
0.717 0.569 0.782 0.731 0.739
0.734 0.719 0.596 0.643 0.588
0.578 0.579 0.655 0.716 0.669
0.578 0.642 0.581 0.705 0.670
0.716 0.646 0.647 0.660 0.635
0.638 0.664 0.730 0.569 0.694
0.653 0.618 0.696 0.649 0.590
0.775 0.785 0.790 0.790 0.778
0.778 0.788 0.593 0.583 0.635
0.593 0.580 0.599 0.564 0.570
0.773 0.580 0.587 0.573 0.589
0.580 0.592 0.602 0.776 0.566
0.585 0.619 0.561 0.651 0.572
0.568 0.590 0.567 0.563 0.629
0.583 0.568 0.764 0.570 0.627
0.581 0.562 0.555 0.562 0.570
0.569 0.615 0.614 0.574 0.571
0.576 0.565 0.571 0.562 0.565
0.572 0.555 0.565 0.562 0.565
0.573 0.564 0.563 0.564 0.561
0.565 0.567 0.557 0.562 0.566
0.563 0.564 0.568 0.560 0.556
0.610 0.555 0.562 0.563 0.553
0.562 0.572 0.558 0.559 0.565
0.558 0.562 0.557 0.562 0.553
0.569 0.564 0.555 0.572 0.552
0.562 0.556 0.564 0.557 0.559
